# ---------------------------------------------------------------------------------------------------------
# Threshold	Precision	Recall   	F1-measure	Classif-ER	Fls-Alarm-Prob	Miss-Prob   
# ---------------------------------------------------------------------------------------------------------
1.3792700e-04	0.0687548	0.9090909	0.1278409	0.0001931	0.0001917	0.0909091
1.3805500e-04	0.0688073	0.9090909	0.1279318	0.0001930	0.0001915	0.0909091
1.3818600e-04	0.0688600	0.9090909	0.1280228	0.0001928	0.0001914	0.0909091
1.3823800e-04	0.0689127	0.9090909	0.1281139	0.0001926	0.0001912	0.0909091
1.3848500e-04	0.0689655	0.9090909	0.1282051	0.0001925	0.0001911	0.0909091
1.3869100e-04	0.0690184	0.9090909	0.1282965	0.0001923	0.0001909	0.0909091
1.4050900e-04	0.0690714	0.9090909	0.1283880	0.0001922	0.0001908	0.0909091
1.4051800e-04	0.0691244	0.9090909	0.1284797	0.0001920	0.0001906	0.0909091
1.4173200e-04	0.0691776	0.9090909	0.1285714	0.0001919	0.0001904	0.0909091
1.4218400e-04	0.0692308	0.9090909	0.1286633	0.0001917	0.0001903	0.0909091
1.4238500e-04	0.0692841	0.9090909	0.1287554	0.0001915	0.0001901	0.0909091
1.4358100e-04	0.0693374	0.9090909	0.1288475	0.0001914	0.0001900	0.0909091
1.4448900e-04	0.0693909	0.9090909	0.1289398	0.0001912	0.0001898	0.0909091
1.4462500e-04	0.0694444	0.9090909	0.1290323	0.0001911	0.0001897	0.0909091
1.4468100e-04	0.0694981	0.9090909	0.1291248	0.0001909	0.0001895	0.0909091
1.4472900e-04	0.0695518	0.9090909	0.1292175	0.0001908	0.0001893	0.0909091
1.4476100e-04	0.0696056	0.9090909	0.1293103	0.0001906	0.0001892	0.0909091
1.4526200e-04	0.0696594	0.9090909	0.1294033	0.0001904	0.0001890	0.0909091
1.4527300e-04	0.0697134	0.9090909	0.1294964	0.0001903	0.0001889	0.0909091
1.4538300e-04	0.0697674	0.9090909	0.1295896	0.0001901	0.0001887	0.0909091
1.4639300e-04	0.0698216	0.9090909	0.1296830	0.0001900	0.0001886	0.0909091
1.4648600e-04	0.0698758	0.9090909	0.1297765	0.0001898	0.0001884	0.0909091
1.4928800e-04	0.0699301	0.9090909	0.1298701	0.0001897	0.0001882	0.0909091
1.4944600e-04	0.0699844	0.9090909	0.1299639	0.0001895	0.0001881	0.0909091
1.4997500e-04	0.0700389	0.9090909	0.1300578	0.0001893	0.0001879	0.0909091
1.5122200e-04	0.0700935	0.9090909	0.1301518	0.0001892	0.0001878	0.0909091
1.5180800e-04	0.0701481	0.9090909	0.1302460	0.0001890	0.0001876	0.0909091
1.5186700e-04	0.0702028	0.9090909	0.1303403	0.0001889	0.0001875	0.0909091
1.5219600e-04	0.0702576	0.9090909	0.1304348	0.0001887	0.0001873	0.0909091
1.5270400e-04	0.0703125	0.9090909	0.1305294	0.0001886	0.0001871	0.0909091
1.5273900e-04	0.0703675	0.9090909	0.1306241	0.0001884	0.0001870	0.0909091
1.5335200e-04	0.0704225	0.9090909	0.1307190	0.0001882	0.0001868	0.0909091
1.5376100e-04	0.0704777	0.9090909	0.1308140	0.0001881	0.0001867	0.0909091
1.5467500e-04	0.0705329	0.9090909	0.1309091	0.0001879	0.0001865	0.0909091
1.5516300e-04	0.0705882	0.9090909	0.1310044	0.0001878	0.0001864	0.0909091
1.5651000e-04	0.0706436	0.9090909	0.1310998	0.0001876	0.0001862	0.0909091
1.5661900e-04	0.0706991	0.9090909	0.1311953	0.0001875	0.0001860	0.0909091
1.5770100e-04	0.0707547	0.9090909	0.1312910	0.0001873	0.0001859	0.0909091
1.5808800e-04	0.0708104	0.9090909	0.1313869	0.0001871	0.0001857	0.0909091
1.5831200e-04	0.0709220	0.9090909	0.1315789	0.0001868	0.0001854	0.0909091
1.5863900e-04	0.0709779	0.9090909	0.1316752	0.0001867	0.0001853	0.0909091
1.5894300e-04	0.0710339	0.9090909	0.1317716	0.0001865	0.0001851	0.0909091
1.5966400e-04	0.0710900	0.9090909	0.1318681	0.0001864	0.0001849	0.0909091
1.6004300e-04	0.0711462	0.9090909	0.1319648	0.0001862	0.0001848	0.0909091
1.6046600e-04	0.0712025	0.9090909	0.1320616	0.0001860	0.0001846	0.0909091
1.6223700e-04	0.0712589	0.9090909	0.1321586	0.0001859	0.0001845	0.0909091
1.6257000e-04	0.0713154	0.9090909	0.1322557	0.0001857	0.0001843	0.0909091
1.6275100e-04	0.0713719	0.9090909	0.1323529	0.0001856	0.0001842	0.0909091
1.6283900e-04	0.0714286	0.9090909	0.1324503	0.0001854	0.0001840	0.0909091
1.6310700e-04	0.0714853	0.9090909	0.1325479	0.0001853	0.0001838	0.0909091
1.6377700e-04	0.0715421	0.9090909	0.1326455	0.0001851	0.0001837	0.0909091
1.6447100e-04	0.0715990	0.9090909	0.1327434	0.0001849	0.0001835	0.0909091
1.6453100e-04	0.0716561	0.9090909	0.1328413	0.0001848	0.0001834	0.0909091
1.6459100e-04	0.0717131	0.9090909	0.1329394	0.0001846	0.0001832	0.0909091
1.6539700e-04	0.0717703	0.9090909	0.1330377	0.0001845	0.0001831	0.0909091
1.6750000e-04	0.0718276	0.9090909	0.1331361	0.0001843	0.0001829	0.0909091
1.6768000e-04	0.0718850	0.9090909	0.1332346	0.0001841	0.0001827	0.0909091
1.6998700e-04	0.0719424	0.9090909	0.1333333	0.0001840	0.0001826	0.0909091
1.6998900e-04	0.0720000	0.9090909	0.1334322	0.0001838	0.0001824	0.0909091
1.7013000e-04	0.0720576	0.9090909	0.1335312	0.0001837	0.0001823	0.0909091
1.7081300e-04	0.0721154	0.9090909	0.1336303	0.0001835	0.0001821	0.0909091
1.7216200e-04	0.0721732	0.9090909	0.1337296	0.0001834	0.0001820	0.0909091
1.7217600e-04	0.0722311	0.9090909	0.1338290	0.0001832	0.0001818	0.0909091
1.7314400e-04	0.0722892	0.9090909	0.1339286	0.0001830	0.0001816	0.0909091
1.7330900e-04	0.0723473	0.9090909	0.1340283	0.0001829	0.0001815	0.0909091
1.7388300e-04	0.0724055	0.9090909	0.1341282	0.0001827	0.0001813	0.0909091
1.7457400e-04	0.0724638	0.9090909	0.1342282	0.0001826	0.0001812	0.0909091
1.7551400e-04	0.0725222	0.9090909	0.1343284	0.0001824	0.0001810	0.0909091
1.7613900e-04	0.0725806	0.9090909	0.1344287	0.0001823	0.0001809	0.0909091
1.7632100e-04	0.0726392	0.9090909	0.1345291	0.0001821	0.0001807	0.0909091
1.7633500e-04	0.0726979	0.9090909	0.1346298	0.0001819	0.0001805	0.0909091
1.7646700e-04	0.0727567	0.9090909	0.1347305	0.0001818	0.0001804	0.0909091
1.7706400e-04	0.0728155	0.9090909	0.1348315	0.0001816	0.0001802	0.0909091
1.7743600e-04	0.0728745	0.9090909	0.1349325	0.0001815	0.0001801	0.0909091
1.7751400e-04	0.0729335	0.9090909	0.1350338	0.0001813	0.0001799	0.0909091
1.7785100e-04	0.0729927	0.9090909	0.1351351	0.0001812	0.0001797	0.0909091
1.7840500e-04	0.0730519	0.9090909	0.1352367	0.0001810	0.0001796	0.0909091
1.7853300e-04	0.0731113	0.9090909	0.1353383	0.0001808	0.0001794	0.0909091
1.7861600e-04	0.0731707	0.9090909	0.1354402	0.0001807	0.0001793	0.0909091
1.8044400e-04	0.0732303	0.9090909	0.1355422	0.0001805	0.0001791	0.0909091
1.8125100e-04	0.0732899	0.9090909	0.1356443	0.0001804	0.0001790	0.0909091
1.8221000e-04	0.0733496	0.9090909	0.1357466	0.0001802	0.0001788	0.0909091
1.8233900e-04	0.0734095	0.9090909	0.1358491	0.0001801	0.0001786	0.0909091
1.8295500e-04	0.0734694	0.9090909	0.1359517	0.0001799	0.0001785	0.0909091
1.8607900e-04	0.0735294	0.9090909	0.1360544	0.0001797	0.0001783	0.0909091
1.8674200e-04	0.0735895	0.9090909	0.1361573	0.0001796	0.0001782	0.0909091
1.8682300e-04	0.0736498	0.9090909	0.1362604	0.0001794	0.0001780	0.0909091
1.8683400e-04	0.0737101	0.9090909	0.1363636	0.0001793	0.0001779	0.0909091
1.8915600e-04	0.0737705	0.9090909	0.1364670	0.0001791	0.0001777	0.0909091
1.9094100e-04	0.0738310	0.9090909	0.1365706	0.0001790	0.0001775	0.0909091
1.9366700e-04	0.0738916	0.9090909	0.1366743	0.0001788	0.0001774	0.0909091
1.9422500e-04	0.0739523	0.9090909	0.1367781	0.0001786	0.0001772	0.0909091
1.9548900e-04	0.0740132	0.9090909	0.1368821	0.0001785	0.0001771	0.0909091
1.9654600e-04	0.0740741	0.9090909	0.1369863	0.0001783	0.0001769	0.0909091
1.9717600e-04	0.0741351	0.9090909	0.1370906	0.0001782	0.0001768	0.0909091
1.9727200e-04	0.0741962	0.9090909	0.1371951	0.0001780	0.0001766	0.0909091
1.9774500e-04	0.0742574	0.9090909	0.1372998	0.0001779	0.0001764	0.0909091
1.9843400e-04	0.0743187	0.9090909	0.1374046	0.0001777	0.0001763	0.0909091
1.9844300e-04	0.0743802	0.9090909	0.1375095	0.0001775	0.0001761	0.0909091
1.9983200e-04	0.0744417	0.9090909	0.1376147	0.0001774	0.0001760	0.0909091
2.0102900e-04	0.0745033	0.9090909	0.1377200	0.0001772	0.0001758	0.0909091
2.0422100e-04	0.0745650	0.9090909	0.1378254	0.0001771	0.0001757	0.0909091
2.0424900e-04	0.0746269	0.9090909	0.1379310	0.0001769	0.0001755	0.0909091
2.0511700e-04	0.0746888	0.9090909	0.1380368	0.0001768	0.0001753	0.0909091
2.0647000e-04	0.0747508	0.9090909	0.1381427	0.0001766	0.0001752	0.0909091
2.0649300e-04	0.0748130	0.9090909	0.1382488	0.0001764	0.0001750	0.0909091
2.0701200e-04	0.0748752	0.9090909	0.1383551	0.0001763	0.0001749	0.0909091
2.0797700e-04	0.0749376	0.9090909	0.1384615	0.0001761	0.0001747	0.0909091
2.0855100e-04	0.0750000	0.9090909	0.1385681	0.0001760	0.0001746	0.0909091
2.0891900e-04	0.0750626	0.9090909	0.1386749	0.0001758	0.0001744	0.0909091
2.1161100e-04	0.0751252	0.9090909	0.1387818	0.0001757	0.0001742	0.0909091
2.1162400e-04	0.0751880	0.9090909	0.1388889	0.0001755	0.0001741	0.0909091
2.1227700e-04	0.0752508	0.9090909	0.1389961	0.0001753	0.0001739	0.0909091
2.1248000e-04	0.0753138	0.9090909	0.1391036	0.0001752	0.0001738	0.0909091
2.1322800e-04	0.0753769	0.9090909	0.1392111	0.0001750	0.0001736	0.0909091
2.1330700e-04	0.0754401	0.9090909	0.1393189	0.0001749	0.0001735	0.0909091
2.1383100e-04	0.0755034	0.9090909	0.1394268	0.0001747	0.0001733	0.0909091
2.1455800e-04	0.0755668	0.9090909	0.1395349	0.0001746	0.0001731	0.0909091
2.1513600e-04	0.0756303	0.9090909	0.1396431	0.0001744	0.0001730	0.0909091
2.1560000e-04	0.0756939	0.9090909	0.1397516	0.0001742	0.0001728	0.0909091
2.1628800e-04	0.0757576	0.9090909	0.1398601	0.0001741	0.0001727	0.0909091
2.1637100e-04	0.0758214	0.9090909	0.1399689	0.0001739	0.0001725	0.0909091
2.1795000e-04	0.0758853	0.9090909	0.1400778	0.0001738	0.0001724	0.0909091
2.1863100e-04	0.0759494	0.9090909	0.1401869	0.0001736	0.0001722	0.0909091
2.1915300e-04	0.0760135	0.9090909	0.1402962	0.0001735	0.0001720	0.0909091
2.2358600e-04	0.0760778	0.9090909	0.1404056	0.0001733	0.0001719	0.0909091
2.2381600e-04	0.0761421	0.9090909	0.1405152	0.0001731	0.0001717	0.0909091
2.2515400e-04	0.0762066	0.9090909	0.1406250	0.0001730	0.0001716	0.0909091
2.2531400e-04	0.0762712	0.9090909	0.1407349	0.0001728	0.0001714	0.0909091
2.2531800e-04	0.0763359	0.9090909	0.1408451	0.0001727	0.0001713	0.0909091
2.2609700e-04	0.0764007	0.9090909	0.1409554	0.0001725	0.0001711	0.0909091
2.2665900e-04	0.0764656	0.9090909	0.1410658	0.0001724	0.0001709	0.0909091
2.2680900e-04	0.0765306	0.9090909	0.1411765	0.0001722	0.0001708	0.0909091
2.2798300e-04	0.0765957	0.9090909	0.1412873	0.0001720	0.0001706	0.0909091
2.2855200e-04	0.0766610	0.9090909	0.1413983	0.0001719	0.0001705	0.0909091
2.2907300e-04	0.0767263	0.9090909	0.1415094	0.0001717	0.0001703	0.0909091
2.2934500e-04	0.0767918	0.9090909	0.1416208	0.0001716	0.0001702	0.0909091
2.3135600e-04	0.0768574	0.9090909	0.1417323	0.0001714	0.0001700	0.0909091
2.3307900e-04	0.0769231	0.9090909	0.1418440	0.0001713	0.0001698	0.0909091
2.3315700e-04	0.0769889	0.9090909	0.1419558	0.0001711	0.0001697	0.0909091
2.3315900e-04	0.0770548	0.9090909	0.1420679	0.0001709	0.0001695	0.0909091
2.3422000e-04	0.0771208	0.9090909	0.1421801	0.0001708	0.0001694	0.0909091
2.3425800e-04	0.0771870	0.9090909	0.1422925	0.0001706	0.0001692	0.0909091
2.3456000e-04	0.0772532	0.9090909	0.1424051	0.0001705	0.0001691	0.0909091
2.3498800e-04	0.0773196	0.9090909	0.1425178	0.0001703	0.0001689	0.0909091
2.3564100e-04	0.0773861	0.9090909	0.1426307	0.0001702	0.0001687	0.0909091
2.3625100e-04	0.0774527	0.9090909	0.1427439	0.0001700	0.0001686	0.0909091
2.3632300e-04	0.0775194	0.9090909	0.1428571	0.0001698	0.0001684	0.0909091
2.3687000e-04	0.0775862	0.9090909	0.1429706	0.0001697	0.0001683	0.0909091
2.3789400e-04	0.0776531	0.9090909	0.1430843	0.0001695	0.0001681	0.0909091
2.3835400e-04	0.0777202	0.9090909	0.1431981	0.0001694	0.0001680	0.0909091
2.3914900e-04	0.0777874	0.9090909	0.1433121	0.0001692	0.0001678	0.0909091
2.4037300e-04	0.0778547	0.9090909	0.1434263	0.0001691	0.0001676	0.0909091
2.4103100e-04	0.0779221	0.9090909	0.1435407	0.0001689	0.0001675	0.0909091
2.4282700e-04	0.0779896	0.9090909	0.1436552	0.0001687	0.0001673	0.0909091
2.4292000e-04	0.0780572	0.9090909	0.1437700	0.0001686	0.0001672	0.0909091
2.4398900e-04	0.0781250	0.9090909	0.1438849	0.0001684	0.0001670	0.0909091
2.4402300e-04	0.0781929	0.9090909	0.1440000	0.0001683	0.0001669	0.0909091
2.4759200e-04	0.0782609	0.9090909	0.1441153	0.0001681	0.0001667	0.0909091
2.4828400e-04	0.0783290	0.9090909	0.1442308	0.0001680	0.0001665	0.0909091
2.4896500e-04	0.0783972	0.9090909	0.1443464	0.0001678	0.0001664	0.0909091
2.4898300e-04	0.0784656	0.9090909	0.1444623	0.0001676	0.0001662	0.0909091
2.5078600e-04	0.0785340	0.9090909	0.1445783	0.0001675	0.0001661	0.0909091
2.5633000e-04	0.0786026	0.9090909	0.1446945	0.0001673	0.0001659	0.0909091
2.5639100e-04	0.0786713	0.9090909	0.1448109	0.0001672	0.0001658	0.0909091
2.5707800e-04	0.0787402	0.9090909	0.1449275	0.0001670	0.0001656	0.0909091
2.5863300e-04	0.0788091	0.9090909	0.1450443	0.0001669	0.0001654	0.0909091
2.6262800e-04	0.0788782	0.9090909	0.1451613	0.0001667	0.0001653	0.0909091
2.6392400e-04	0.0789474	0.9090909	0.1452785	0.0001665	0.0001651	0.0909091
2.6460900e-04	0.0790167	0.9090909	0.1453958	0.0001664	0.0001650	0.0909091
2.6543200e-04	0.0790861	0.9090909	0.1455133	0.0001662	0.0001648	0.0909091
2.6640200e-04	0.0791557	0.9090909	0.1456311	0.0001661	0.0001647	0.0909091
2.6742300e-04	0.0792254	0.9090909	0.1457490	0.0001659	0.0001645	0.0909091
2.6980000e-04	0.0792952	0.9090909	0.1458671	0.0001658	0.0001643	0.0909091
2.7156700e-04	0.0793651	0.9090909	0.1459854	0.0001656	0.0001642	0.0909091
2.7296100e-04	0.0794351	0.9090909	0.1461039	0.0001654	0.0001640	0.0909091
2.7311900e-04	0.0795053	0.9090909	0.1462226	0.0001653	0.0001639	0.0909091
2.7333000e-04	0.0795756	0.9090909	0.1463415	0.0001651	0.0001637	0.0909091
2.7393000e-04	0.0796460	0.9090909	0.1464605	0.0001650	0.0001636	0.0909091
2.7409400e-04	0.0797166	0.9090909	0.1465798	0.0001648	0.0001634	0.0909091
2.7510300e-04	0.0797872	0.9090909	0.1466993	0.0001646	0.0001632	0.0909091
2.7638300e-04	0.0798580	0.9090909	0.1468189	0.0001645	0.0001631	0.0909091
2.7659000e-04	0.0799290	0.9090909	0.1469388	0.0001643	0.0001629	0.0909091
2.7664600e-04	0.0800000	0.9090909	0.1470588	0.0001642	0.0001628	0.0909091
2.7709300e-04	0.0800712	0.9090909	0.1471791	0.0001640	0.0001626	0.0909091
2.8243500e-04	0.0801425	0.9090909	0.1472995	0.0001639	0.0001625	0.0909091
2.8285000e-04	0.0802139	0.9090909	0.1474201	0.0001637	0.0001623	0.0909091
2.8361400e-04	0.0802855	0.9090909	0.1475410	0.0001635	0.0001621	0.0909091
2.8478000e-04	0.0803571	0.9090909	0.1476620	0.0001634	0.0001620	0.0909091
2.8509800e-04	0.0804290	0.9090909	0.1477833	0.0001632	0.0001618	0.0909091
2.8512300e-04	0.0805009	0.9090909	0.1479047	0.0001631	0.0001617	0.0909091
2.8543500e-04	0.0805730	0.9090909	0.1480263	0.0001629	0.0001615	0.0909091
2.8694500e-04	0.0806452	0.9090909	0.1481481	0.0001628	0.0001613	0.0909091
2.8732800e-04	0.0807175	0.9090909	0.1482702	0.0001626	0.0001612	0.0909091
2.8746500e-04	0.0807899	0.9090909	0.1483924	0.0001624	0.0001610	0.0909091
2.8793800e-04	0.0808625	0.9090909	0.1485149	0.0001623	0.0001609	0.0909091
2.8879600e-04	0.0809353	0.9090909	0.1486375	0.0001621	0.0001607	0.0909091
2.8910700e-04	0.0810081	0.9090909	0.1487603	0.0001620	0.0001606	0.0909091
2.8976000e-04	0.0810811	0.9090909	0.1488834	0.0001618	0.0001604	0.0909091
2.9149600e-04	0.0811542	0.9090909	0.1490066	0.0001617	0.0001602	0.0909091
2.9163600e-04	0.0812274	0.9090909	0.1491301	0.0001615	0.0001601	0.0909091
2.9301200e-04	0.0813008	0.9090909	0.1492537	0.0001613	0.0001599	0.0909091
2.9358400e-04	0.0813743	0.9090909	0.1493776	0.0001612	0.0001598	0.0909091
2.9479800e-04	0.0814480	0.9090909	0.1495017	0.0001610	0.0001596	0.0909091
2.9561100e-04	0.0815217	0.9090909	0.1496259	0.0001609	0.0001595	0.0909091
2.9583700e-04	0.0815956	0.9090909	0.1497504	0.0001607	0.0001593	0.0909091
2.9647500e-04	0.0816697	0.9090909	0.1498751	0.0001606	0.0001591	0.0909091
2.9968500e-04	0.0817439	0.9090909	0.1500000	0.0001604	0.0001590	0.0909091
3.0005000e-04	0.0818182	0.9090909	0.1501251	0.0001602	0.0001588	0.0909091
3.0189600e-04	0.0818926	0.9090909	0.1502504	0.0001601	0.0001587	0.0909091
3.0295700e-04	0.0819672	0.9090909	0.1503759	0.0001599	0.0001585	0.0909091
3.0316000e-04	0.0820419	0.9090909	0.1505017	0.0001598	0.0001584	0.0909091
3.0367100e-04	0.0821168	0.9090909	0.1506276	0.0001596	0.0001582	0.0909091
3.0416400e-04	0.0821918	0.9090909	0.1507538	0.0001595	0.0001580	0.0909091
3.0449200e-04	0.0822669	0.9090909	0.1508801	0.0001593	0.0001579	0.0909091
3.0776100e-04	0.0823422	0.9090909	0.1510067	0.0001591	0.0001577	0.0909091
3.0835100e-04	0.0824176	0.9090909	0.1511335	0.0001590	0.0001576	0.0909091
3.0949000e-04	0.0824931	0.9090909	0.1512605	0.0001588	0.0001574	0.0909091
3.1007700e-04	0.0825688	0.9090909	0.1513877	0.0001587	0.0001573	0.0909091
3.1011700e-04	0.0826446	0.9090909	0.1515152	0.0001585	0.0001571	0.0909091
3.1550300e-04	0.0827206	0.9090909	0.1516428	0.0001584	0.0001569	0.0909091
3.1656200e-04	0.0827967	0.9090909	0.1517707	0.0001582	0.0001568	0.0909091
3.1762100e-04	0.0828729	0.9090909	0.1518987	0.0001580	0.0001566	0.0909091
3.1881800e-04	0.0829493	0.9090909	0.1520270	0.0001579	0.0001565	0.0909091
3.1942200e-04	0.0830258	0.9090909	0.1521555	0.0001577	0.0001563	0.0909091
3.1987300e-04	0.0831025	0.9090909	0.1522843	0.0001576	0.0001562	0.0909091
3.1993800e-04	0.0831793	0.9090909	0.1524132	0.0001574	0.0001560	0.0909091
3.2013000e-04	0.0832562	0.9090909	0.1525424	0.0001573	0.0001558	0.0909091
3.2096600e-04	0.0833333	0.9090909	0.1526718	0.0001571	0.0001557	0.0909091
3.2126000e-04	0.0834106	0.9090909	0.1528014	0.0001569	0.0001555	0.0909091
3.2251900e-04	0.0834879	0.9090909	0.1529312	0.0001568	0.0001554	0.0909091
3.2417000e-04	0.0835655	0.9090909	0.1530612	0.0001566	0.0001552	0.0909091
3.2500800e-04	0.0836431	0.9090909	0.1531915	0.0001565	0.0001551	0.0909091
3.3092600e-04	0.0837209	0.9090909	0.1533220	0.0001563	0.0001549	0.0909091
3.3179700e-04	0.0837989	0.9090909	0.1534527	0.0001562	0.0001547	0.0909091
3.3195500e-04	0.0838770	0.9090909	0.1535836	0.0001560	0.0001546	0.0909091
3.3228500e-04	0.0839552	0.9090909	0.1537148	0.0001558	0.0001544	0.0909091
3.3482500e-04	0.0840336	0.9090909	0.1538462	0.0001557	0.0001543	0.0909091
3.3638700e-04	0.0841121	0.9090909	0.1539778	0.0001555	0.0001541	0.0909091
3.3820400e-04	0.0841908	0.9090909	0.1541096	0.0001554	0.0001540	0.0909091
3.3821200e-04	0.0842697	0.9090909	0.1542416	0.0001552	0.0001538	0.0909091
3.4232700e-04	0.0843486	0.9090909	0.1543739	0.0001551	0.0001536	0.0909091
3.4533100e-04	0.0844278	0.9090909	0.1545064	0.0001549	0.0001535	0.0909091
3.4740200e-04	0.0845070	0.9090909	0.1546392	0.0001547	0.0001533	0.0909091
3.4818600e-04	0.0845865	0.9090909	0.1547721	0.0001546	0.0001532	0.0909091
3.4871300e-04	0.0846660	0.9090909	0.1549053	0.0001544	0.0001530	0.0909091
3.5008400e-04	0.0847458	0.9090909	0.1550388	0.0001543	0.0001529	0.0909091
3.5009800e-04	0.0848256	0.9090909	0.1551724	0.0001541	0.0001527	0.0909091
3.5012300e-04	0.0849057	0.9090909	0.1553063	0.0001540	0.0001525	0.0909091
3.5047800e-04	0.0849858	0.9090909	0.1554404	0.0001538	0.0001524	0.0909091
3.5441300e-04	0.0850662	0.9090909	0.1555748	0.0001536	0.0001522	0.0909091
3.5508000e-04	0.0851466	0.9090909	0.1557093	0.0001535	0.0001521	0.0909091
3.5533200e-04	0.0852273	0.9090909	0.1558442	0.0001533	0.0001519	0.0909091
3.5660500e-04	0.0853081	0.9090909	0.1559792	0.0001532	0.0001518	0.0909091
3.6118200e-04	0.0853890	0.9090909	0.1561145	0.0001530	0.0001516	0.0909091
3.6241200e-04	0.0854701	0.9090909	0.1562500	0.0001529	0.0001514	0.0909091
3.6326100e-04	0.0855513	0.9090909	0.1563858	0.0001527	0.0001513	0.0909091
3.6351800e-04	0.0856327	0.9090909	0.1565217	0.0001525	0.0001511	0.0909091
3.6376100e-04	0.0857143	0.9090909	0.1566580	0.0001524	0.0001510	0.0909091
3.6425200e-04	0.0857960	0.9090909	0.1567944	0.0001522	0.0001508	0.0909091
3.6498700e-04	0.0858779	0.9090909	0.1569311	0.0001521	0.0001507	0.0909091
3.6528600e-04	0.0859599	0.9090909	0.1570681	0.0001519	0.0001505	0.0909091
3.6977300e-04	0.0860421	0.9090909	0.1572052	0.0001518	0.0001503	0.0909091
3.7022800e-04	0.0861244	0.9090909	0.1573427	0.0001516	0.0001502	0.0909091
3.7078200e-04	0.0862069	0.9090909	0.1574803	0.0001514	0.0001500	0.0909091
3.7096700e-04	0.0862895	0.9090909	0.1576182	0.0001513	0.0001499	0.0909091
3.7145700e-04	0.0863724	0.9090909	0.1577564	0.0001511	0.0001497	0.0909091
3.7149000e-04	0.0864553	0.9090909	0.1578947	0.0001510	0.0001496	0.0909091
3.7297900e-04	0.0865385	0.9090909	0.1580334	0.0001508	0.0001494	0.0909091
3.7427800e-04	0.0866218	0.9090909	0.1581722	0.0001507	0.0001492	0.0909091
3.7763600e-04	0.0867052	0.9090909	0.1583113	0.0001505	0.0001491	0.0909091
3.7791800e-04	0.0867888	0.9090909	0.1584507	0.0001503	0.0001489	0.0909091
3.7855300e-04	0.0868726	0.9090909	0.1585903	0.0001502	0.0001488	0.0909091
3.7865500e-04	0.0869565	0.9090909	0.1587302	0.0001500	0.0001486	0.0909091
3.7930400e-04	0.0870406	0.9090909	0.1588703	0.0001499	0.0001485	0.0909091
3.8034300e-04	0.0871249	0.9090909	0.1590106	0.0001497	0.0001483	0.0909091
3.8383500e-04	0.0872093	0.9090909	0.1591512	0.0001496	0.0001481	0.0909091
3.8705300e-04	0.0872939	0.9090909	0.1592920	0.0001494	0.0001480	0.0909091
3.8730500e-04	0.0873786	0.9090909	0.1594331	0.0001492	0.0001478	0.0909091
3.9161600e-04	0.0874636	0.9090909	0.1595745	0.0001491	0.0001477	0.0909091
3.9250300e-04	0.0875486	0.9090909	0.1597161	0.0001489	0.0001475	0.0909091
3.9319500e-04	0.0876339	0.9090909	0.1598579	0.0001488	0.0001474	0.0909091
3.9379000e-04	0.0877193	0.9090909	0.1600000	0.0001486	0.0001472	0.0909091
3.9584100e-04	0.0878049	0.9090909	0.1601423	0.0001485	0.0001470	0.0909091
4.0115700e-04	0.0878906	0.9090909	0.1602850	0.0001483	0.0001469	0.0909091
4.0282800e-04	0.0879765	0.9090909	0.1604278	0.0001481	0.0001467	0.0909091
4.0362100e-04	0.0880626	0.9090909	0.1605709	0.0001480	0.0001466	0.0909091
4.0545500e-04	0.0881489	0.9090909	0.1607143	0.0001478	0.0001464	0.0909091
4.0662000e-04	0.0882353	0.9090909	0.1608579	0.0001477	0.0001463	0.0909091
4.0954600e-04	0.0883219	0.9090909	0.1610018	0.0001475	0.0001461	0.0909091
4.1109500e-04	0.0884086	0.9090909	0.1611459	0.0001474	0.0001459	0.0909091
4.1317700e-04	0.0884956	0.9090909	0.1612903	0.0001472	0.0001458	0.0909091
4.1336700e-04	0.0885827	0.9090909	0.1614350	0.0001470	0.0001456	0.0909091
4.1604200e-04	0.0886700	0.9090909	0.1615799	0.0001469	0.0001455	0.0909091
4.1907400e-04	0.0887574	0.9090909	0.1617251	0.0001467	0.0001453	0.0909091
4.2388600e-04	0.0888450	0.9090909	0.1618705	0.0001466	0.0001452	0.0909091
4.2401600e-04	0.0889328	0.9090909	0.1620162	0.0001464	0.0001450	0.0909091
4.2588300e-04	0.0890208	0.9090909	0.1621622	0.0001463	0.0001448	0.0909091
4.2849200e-04	0.0891089	0.9090909	0.1623084	0.0001461	0.0001447	0.0909091
4.2910000e-04	0.0891972	0.9090909	0.1624549	0.0001459	0.0001445	0.0909091
4.3487100e-04	0.0892857	0.9090909	0.1626016	0.0001458	0.0001444	0.0909091
4.3514200e-04	0.0893744	0.9090909	0.1627486	0.0001456	0.0001442	0.0909091
4.3619200e-04	0.0894632	0.9090909	0.1628959	0.0001455	0.0001441	0.0909091
4.3954900e-04	0.0895522	0.9090909	0.1630435	0.0001453	0.0001439	0.0909091
4.4130600e-04	0.0896414	0.9090909	0.1631913	0.0001451	0.0001437	0.0909091
4.4151900e-04	0.0897308	0.9090909	0.1633394	0.0001450	0.0001436	0.0909091
4.4575200e-04	0.0898204	0.9090909	0.1634877	0.0001448	0.0001434	0.0909091
4.4628700e-04	0.0899101	0.9090909	0.1636364	0.0001447	0.0001433	0.0909091
4.4773300e-04	0.0900000	0.9090909	0.1637853	0.0001445	0.0001431	0.0909091
